mal_id,title_default,title_japanese,score,rank,popularity,season,year,demographics,genres
80,Kidou Senshi Gundam,機動戦士ガンダム,7.75,1108.0,1691,spring,1979.0,"Action, Drama, Sci-Fi",
85,Kidou Senshi Zeta Gundam,機動戦士Ζガンダム,7.89,812.0,2506,spring,1985.0,"Action, Drama, Romance, Sci-Fi",
86,Kidou Senshi Gundam ZZ,機動戦士ガンダムZZ,6.65,5964.0,3382,spring,1986.0,"Action, Comedy, Drama, Sci-Fi",
223,Dragon Ball,ドラゴンボール,7.97,677.0,149,winter,1986.0,"Action, Adventure, Comedy, Fantasy",Shounen
283,Akage no Anne,赤毛のアン,7.79,1021.0,3881,winter,1979.0,Drama,
302,Mirai Shounen Conan,未来少年コナン,8.09,512.0,3127,spring,1978.0,"Adventure, Drama, Sci-Fi",
307,Kerokko Demetan,けろっこデメタン,5.97,9649.0,11780,winter,1973.0,"Comedy, Fantasy",Kids
311,Ace wo Nerae!,エースをねらえ!,7.07,3898.0,5614,fall,1973.0,"Drama, Romance, Sports",Shoujo
338,Versailles no Bara,ベルサイユのばら,8.34,229.0,2111,fall,1979.0,"Drama, Romance",Shoujo
424,Dirty Pair,ダーティペア,7.21,3212.0,3871,summer,1985.0,"Adventure, Comedy, Sci-Fi",
501,Doraemon,ドラえもん,7.39,2333.0,4854,spring,1973.0,"Adventure, Comedy, Fantasy","Kids, Shounen"
506,Glass no Kamen,ガラスの仮面,7.34,2525.0,6610,spring,1984.0,"Drama, Romance",Shoujo
518,Mahou no Princess Minky Momo,魔法のプリンセス　ミンキーモモ,6.9,4664.0,6523,spring,1982.0,Fantasy,
589,Ginga Nagareboshi Gin,銀牙　流れ星銀,8.02,616.0,4286,spring,1986.0,"Action, Adventure, Drama",Shounen
714,High School! Kimengumi,ハイスクール！奇面組,7.28,2826.0,8804,fall,1985.0,"Comedy, Romance",Shounen
729,Hiatari Ryoukou!,陽あたり良好！,6.99,4270.0,8127,spring,1987.0,"Comedy, Romance, Sports",Shoujo
865,Kikou Senki Dragonar,機甲戦記ドラグナー,6.71,5634.0,7796,winter,1987.0,"Adventure, Sci-Fi",
924,Transformers: Choujin Master Force,トランスフォーマー・超神マスターフォース,6.63,6090.0,9555,spring,1988.0,"Action, Adventure, Sci-Fi",
925,Transformers: The☆Headmasters,トランスフォーマー ザ☆ヘッドマスターズ,6.4,7408.0,8985,summer,1987.0,"Action, Adventure, Sci-Fi",
926,Tatakae! Chou Robot Seimeitai Transformers Victory,戦え! 超ロボット生命体トランスフォーマーV[ビクトリー],6.65,5937.0,9649,spring,1989.0,"Action, Adventure, Sci-Fi",
929,Seisenshi Dunbine,聖戦士ダンバイン,7.04,4071.0,5672,winter,1983.0,"Action, Adventure, Drama, Fantasy, Sci-Fi",
930,Densetsu Kyojin Ideon,伝説巨神イデオン,7.06,3960.0,5120,spring,1980.0,"Action, Drama, Sci-Fi",
956,Daikuu Maryuu Gaiking,大空魔竜ガイキング,6.62,6129.0,10158,spring,1976.0,"Action, Adventure, Sci-Fi",
967,Hokuto no Ken,北斗の拳,7.96,694.0,1728,fall,1984.0,"Action, Drama, Sci-Fi",Shounen
1000,Uchuu Kaizoku Captain Herlock,宇宙海賊・キャプテンハーロック,7.68,1306.0,3660,spring,1978.0,"Action, Adventure, Drama, Sci-Fi",Seinen
1065,Touch,タッチ,7.98,667.0,3777,spring,1985.0,"Drama, Romance, Sports",Shounen
1068,Chou Denji Robo Combattler V,超電磁ロボ コンバトラーＶ,6.69,5715.0,9084,spring,1976.0,"Adventure, Sci-Fi",
1069,Chou Denji Machine Voltes V,超電磁マシーン ボルテスV,7.41,2209.0,6947,summer,1977.0,"Action, Adventure, Drama, Sci-Fi",
1087,Kimagure Orange☆Road,きまぐれオレンジ☆ロード,7.52,1816.0,3205,spring,1987.0,"Comedy, Drama, Romance",Shounen
1088,Macross,超時空要塞マクロス,7.89,815.0,1975,fall,1982.0,"Action, Romance, Sci-Fi",
1236,SF Saiyuuki Starzinger,ＳＦ西遊記 スタージンガー,6.94,4480.0,9949,spring,1978.0,"Action, Adventure, Sci-Fi",
1254,Saint Seiya,聖闘士星矢(セイントセイヤ),7.76,1105.0,1283,fall,1986.0,"Action, Adventure, Fantasy, Sci-Fi",Shounen
1264,Yoroiden Samurai Troopers,鎧伝サムライトルーパー,7.07,3889.0,5026,spring,1988.0,"Adventure, Sci-Fi",
1279,Taiyou no Ko Esteban,太陽の子エステバン,7.74,1157.0,5665,spring,1982.0,"Adventure, Sci-Fi",
1293,Urusei Yatsura,うる星やつら,7.71,1234.0,2267,fall,1981.0,"Comedy, Romance, Sci-Fi",Shounen
1333,Fushigi na Koala Blinky,ふしぎなコアラ ブリンキー,6.03,9363.0,13193,summer,1984.0,"Adventure, Comedy, Fantasy",Kids
1337,Dororon Enma-kun,ドロロンえん魔くん,6.18,8563.0,8895,fall,1973.0,"Comedy, Fantasy, Horror, Supernatural",Shounen
1356,Hokuto no Ken 2,北斗の拳2,7.56,1650.0,4022,spring,1987.0,"Action, Drama, Sci-Fi",Shounen
1412,Lupin III,ルパン三世,7.62,1453.0,2069,fall,1971.0,"Action, Adventure, Comedy, Mystery",Seinen
1425,Lupin III: Part II,新・ルパン三世,7.76,1096.0,3807,fall,1977.0,"Action, Adventure, Comedy, Mystery",Seinen
1426,Lupin III: Part III,ルパン三世 - Part III,7.28,2842.0,4659,spring,1984.0,"Action, Adventure, Comedy",Seinen
1445,Mach GoGoGo,マッハＧｏＧｏＧｏ,6.68,5773.0,5363,spring,1967.0,Adventure,Shounen
1448,Hyakujuu-Ou GoLion,百獣王ゴライオン,6.82,5066.0,5857,spring,1981.0,"Adventure, Sci-Fi",
1453,Maison Ikkoku,めぞん一刻,8.19,388.0,2557,spring,1986.0,"Comedy, Drama, Romance",Seinen
1458,Uchuu no Kishi Tekkaman,宇宙の騎士テッカマン,6.17,8613.0,9485,summer,1975.0,"Action, Adventure, Sci-Fi",
1470,City Hunter,シティーハンター,7.91,766.0,2397,spring,1987.0,"Action, Comedy, Mystery",Shounen
1471,City Hunter 2,シティーハンター2,8.06,550.0,4289,spring,1988.0,"Action, Comedy, Mystery",Shounen
1491,Ginga Tetsudou 999,銀河鉄道９９９,7.77,1067.0,3623,fall,1978.0,"Adventure, Drama, Sci-Fi",
1537,Genshi Shounen Ryuu,原始少年リュウ,6.27,8104.0,10371,fall,1971.0,"Action, Adventure, Sci-Fi",Shounen
1547,Obake no Q-tarou,オバケのＱ太郎,6.06,9222.0,13030,summer,1965.0,"Comedy, Slice of Life, Supernatural",
1548,Shin Taketori Monogatari: 1000-nen Joou,新竹取物語１０００年女王,7.11,3737.0,7870,spring,1981.0,"Drama, Mystery, Sci-Fi",
1550,Attack No.1,アタックNo.1,6.76,5364.0,6452,winter,1970.0,"Drama, Sports",Shoujo
1572,Jungle Taitei,ジャングル大帝,6.58,6328.0,6968,fall,1965.0,Adventure,"Kids, Shounen"
1638,Peter Pan no Bouken,ピーターパンの冒険,6.78,5260.0,8673,winter,1989.0,"Adventure, Fantasy",
1650,Uchuu Senkan Yamato,宇宙戦艦ヤマト,7.54,1732.0,4161,fall,1974.0,"Action, Adventure, Award Winning, Drama, Sci-Fi",
1651,Uchuu Senkan Yamato 2,宇宙戦艦ヤマト2,7.39,2319.0,6761,fall,1978.0,"Action, Adventure, Drama, Sci-Fi",
1652,Uchuu Senkan Yamato III,宇宙戦艦ヤマトⅢ,7.0,4225.0,7667,fall,1980.0,"Action, Adventure, Drama, Sci-Fi",
1661,Cutie Honey,キューティーハニー,6.4,7419.0,5200,fall,1973.0,"Action, Sci-Fi, Ecchi",
1663,Haha wo Tazunete Sanzenri,母をたずねて三千里,7.45,2086.0,6117,winter,1976.0,"Adventure, Drama, Slice of Life",
1666,Babel Nisei,バビル２世,6.23,8311.0,10845,winter,1973.0,"Adventure, Sci-Fi, Supernatural",Shounen
1737,Uchuu Senshi Baldios,宇宙戦士 バルディオス,6.49,6860.0,10112,summer,1980.0,"Action, Adventure, Drama, Sci-Fi",
1873,Plawres Sanshirou,プラレス３四郎,7.35,2482.0,9078,summer,1983.0,"Action, Adventure, Sci-Fi",Shounen
1972,Meitantei Holmes,名探偵ホームズ,7.38,2369.0,5836,fall,1984.0,"Action, Adventure, Comedy, Mystery",
1985,UFO Robo Grendizer,UFOロボ グレンダイザー,7.55,1716.0,5897,fall,1975.0,"Action, Sci-Fi",
1986,Wakusei Robo Danguard Ace,惑星ロボ ダンガードA[エース],6.06,9242.0,11283,spring,1977.0,Sci-Fi,
2038,Mahou no Star Magical Emi,魔法のスター マジカルエミ,6.78,5267.0,8051,summer,1985.0,"Comedy, Slice of Life",
2039,Mahou no Yousei Persia,魔法の妖精 ペルシャ,6.79,5197.0,9205,summer,1984.0,Comedy,
2043,Cat's Eye,キャッツ・アイ,7.21,3210.0,4684,summer,1983.0,"Action, Adventure, Comedy, Mystery, Romance",Shounen
2044,Mahou no Tenshi Creamy Mami,魔法の天使 クリィミーマミ,7.19,3283.0,5458,summer,1983.0,"Comedy, Fantasy, Romance, Sci-Fi",
2089,Choujikuu Seiki Orguss,超時空世紀オーガス,6.46,7046.0,7510,summer,1983.0,"Action, Adventure, Romance, Sci-Fi",
2116,Captain Tsubasa,キャプテン翼,7.34,2520.0,2314,fall,1983.0,Sports,Shounen
2128,Yuusha Raideen,勇者ライディーン,6.41,7331.0,9756,spring,1975.0,"Action, Adventure, Sci-Fi",
2151,Nils no Fushigi na Tabi,ニルスのふしぎな旅,7.12,3658.0,7330,winter,1980.0,"Adventure, Fantasy",Kids
2200,Muteki Choujin Zanbot 3,無敵超人サンボット３,6.97,4353.0,8133,fall,1977.0,"Action, Drama, Sci-Fi",
2203,Waga Seishun no Arcadia: Mugen Kidou SSX,わが青春のアルカディア・無限軌道ＳＳＸ,7.36,2438.0,7198,fall,1982.0,"Action, Adventure, Drama, Sci-Fi",
2221,Aishite Knight,愛してナイト,6.78,5219.0,6759,spring,1983.0,"Comedy, Romance",Shoujo
2222,Dr. Slump: Arale-chan,Dr.スランプ・アラレちゃん,7.18,3377.0,5282,spring,1981.0,"Comedy, Sci-Fi",Shounen
2223,Maple Town Monogatari,メイプルタウン物語,6.83,4990.0,9790,winter,1986.0,"Fantasy, Slice of Life",
2224,Hikari no Densetsu,光の伝説,6.59,6307.0,7911,spring,1986.0,"Romance, Sports",Shoujo
2225,Alps no Shoujo Heidi,アルプスの少女ハイジ,7.38,2342.0,3666,winter,1974.0,Drama,
2226,Mori no Tonto-tachi,森のトントたち,6.19,8504.0,14150,fall,1984.0,Fantasy,Kids
2227,Lady Lady!!,レディレディ！！,7.44,2108.0,7455,fall,1987.0,Drama,Shoujo
2230,Hana no Ko Lunlun,花の子ルンルン,6.86,4871.0,7823,winter,1979.0,"Adventure, Drama",
2231,Miyuki,みゆき,6.6,6265.0,8789,spring,1983.0,Romance,Shounen
2252,Devilman,デビルマン,6.5,6794.0,3891,summer,1972.0,"Action, Horror, Supernatural",
2253,Mazinger Z,マジンガーＺ,7.27,2865.0,5087,winter,1973.0,"Action, Drama, Sci-Fi",Shounen
2254,Sentou Mecha Xabungle,戦闘メカザブングル,7.15,3505.0,8154,winter,1982.0,"Action, Sci-Fi",
2255,Choujuu Kishin Dancougar,超獣機神ダンクーガ,6.62,6125.0,8016,spring,1985.0,"Action, Sci-Fi",
2257,Taiyou no Kiba Dagram,太陽の牙ダグラム,7.36,2419.0,7723,fall,1981.0,"Action, Drama, Sci-Fi",
2316,Akakichi no Eleven,赤き血のイレブン,6.61,6204.0,11105,spring,1970.0,Sports,
2331,Uchuu Densetsu Ulysses 31,宇宙伝説ユリシーズ31,7.08,3877.0,7950,fall,1981.0,"Action, Adventure, Sci-Fi",
2333,Anime Sanjuushi,アニメ三銃士,7.09,3825.0,8192,fall,1987.0,"Adventure, Drama, Romance",
2361,Sei Juushi Bismarck,星銃士 ビスマルク,7.23,3105.0,7927,fall,1984.0,"Action, Adventure, Sci-Fi",
2389,Kagaku Ninja-tai Gatchaman,科学忍者隊ガッチャマン,6.93,4521.0,6286,fall,1972.0,"Action, Adventure, Sci-Fi",
2402,Ashita no Joe,あしたのジョー,8.3,266.0,2207,spring,1970.0,"Drama, Sports",Shounen
2405,Hello! Lady Lynn,ハロー! レディリン,7.51,1852.0,8886,spring,1988.0,Drama,Shoujo
2451,Space Cobra,スペースコブラ,7.66,1347.0,4568,fall,1982.0,"Action, Adventure, Sci-Fi",Shounen
2510,Sengoku Majin Goushougun,戦国魔神ゴーショーグン,6.5,6828.0,9557,summer,1981.0,"Action, Sci-Fi",
2542,Lady Georgie,レディジョージィ,7.17,3406.0,6241,spring,1983.0,"Drama, Romance",Shoujo
2544,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,家族ロビンソン漂流記ふしぎな島のフローネ,7.31,2680.0,7367,winter,1981.0,"Adventure, Drama, Slice of Life",
2545,Huckleberry no Bouken,ハックルベリィの冒険,6.19,8554.0,10890,winter,1976.0,"Adventure, Drama",
2546,Alps Monogatari: Watashi no Annette,アルプス物語　わたしのアンネット,6.76,5367.0,8809,winter,1983.0,"Drama, Slice of Life",
2547,Princess Sara,小公女[プリンセス]セーラ,7.68,1303.0,4794,winter,1985.0,Drama,
2548,Ai no Wakakusa Monogatari,愛の若草物語,7.37,2384.0,6603,winter,1987.0,"Drama, Slice of Life",
2549,Perrine Monogatari,ペリーヌ物語,7.54,1727.0,7769,winter,1978.0,Drama,
2553,Flanders no Inu,フランダースの犬,7.36,2453.0,7057,winter,1975.0,"Drama, Slice of Life",
2554,Ai Shoujo Pollyanna Story,愛少女ポリアンナ物語,6.93,4507.0,7910,winter,1986.0,"Drama, Slice of Life",
2555,Shoukoushi Cedie,小公子セディ,7.31,2649.0,8639,winter,1988.0,"Drama, Slice of Life",
2561,Captain Future,キャプテンフューチャー,7.11,3703.0,8325,fall,1978.0,"Action, Adventure, Sci-Fi",
2565,Jungle Taitei: Susume Leo!,ジャングル大帝・進めレオ,6.39,7439.0,9912,fall,1966.0,Adventure,Shounen
2567,Pinocchio yori Piccolino no Bouken,ピノキオより ピコリーノの冒険,6.3,7957.0,10712,spring,1976.0,Adventure,Kids
2568,Kojika Monogatari,子鹿物語 THE YEARLING,6.45,7091.0,12731,fall,1983.0,Drama,
2571,Mitsubachi Maya no Bouken,みつばちマーヤの冒険,6.55,6507.0,6373,spring,1975.0,"Adventure, Comedy",Kids
2572,Fushigi no Kuni no Alice,ふしぎの国のアリス,6.42,7274.0,9620,fall,1983.0,"Adventure, Fantasy",Kids
2573,Minami no Niji no Lucy,南の虹のルーシー,6.95,4433.0,10107,winter,1982.0,"Adventure, Slice of Life",
2574,Kashi no Ki Mokku,樫の木モック,5.96,9706.0,10655,winter,1972.0,"Adventure, Fantasy",
2575,Don Chuck Monogatari,ドンチャック物語,5.94,9788.0,12218,spring,1975.0,"Adventure, Slice of Life",Kids
2576,Araiguma Rascal,あらいぐまラスカル,6.74,5454.0,9491,winter,1977.0,"Drama, Slice of Life",
2577,Tom Sawyer no Bouken,トム・ソーヤーの冒険,7.3,2730.0,6596,winter,1980.0,"Adventure, Drama, Slice of Life",
2578,TaoTao Ehonkan Sekai Doubutsu Banashi,タオタオ絵本館,6.71,5591.0,12848,fall,1983.0,"Adventure, Comedy, Fantasy",Kids
2579,Anime 80-nichikan Sekai Isshuu,アニメ80日間世界一周,6.81,5069.0,8085,winter,1984.0,"Adventure, Romance",Kids
2582,Soukou Kihei Votoms,装甲騎兵ボトムズ,7.67,1310.0,4430,spring,1983.0,"Action, Drama, Sci-Fi",
2598,Juusenki L-Gaim,重戦機エルガイム,6.74,5470.0,7346,winter,1984.0,"Action, Adventure, Drama, Sci-Fi",
2612,Spoon Obasan,スプーンおばさん,6.65,5968.0,10557,spring,1983.0,,Kids
2618,Takarajima,宝島,7.91,771.0,4839,fall,1978.0,"Adventure, Drama, Mystery",
2686,Tetsujin 28-gou,鉄人２８号,6.33,7756.0,9274,fall,1963.0,"Adventure, Sci-Fi",Shounen
2687,Gokuu no Daibouken,悟空の大冒険,6.33,7742.0,12533,winter,1967.0,"Comedy, Fantasy",
2688,Akai Koudan Zillion,赤い光弾ジリオン,6.57,6379.0,7914,spring,1987.0,"Action, Adventure, Sci-Fi",
2718,Umi no Triton,海のトリトン,6.23,8344.0,10575,spring,1972.0,"Adventure, Fantasy",Shounen
2747,Tetsuwan Atom,鉄腕アトム,7.07,3881.0,5776,winter,1963.0,"Action, Adventure, Drama, Sci-Fi",Shounen
2748,Dash! Kappei,ダッシュ勝平,7.15,3535.0,8086,fall,1981.0,"Comedy, Sports, Ecchi",Shounen
2762,Igano Kabamaru,伊賀野カバ丸,7.79,1025.0,6153,fall,1983.0,"Action, Adventure, Comedy, Romance",Shoujo
2769,Galactic Patrol Lensman,GALACTIC PATROL　レンズマン,6.25,8246.0,10994,fall,1984.0,"Action, Adventure, Sci-Fi",
2799,Hello! Sandybell,ハロー！サンディベル,7.06,3969.0,7617,spring,1981.0,"Adventure, Romance",
2800,Candy Candy,キャンディ・キャンディ,7.58,1579.0,4033,fall,1976.0,"Drama, Romance",Shoujo
2805,Onegai! Samia Don,おねがい！サミアどん,6.92,4592.0,12281,spring,1985.0,"Comedy, Fantasy, Slice of Life",Kids
2809,Fuusen Shoujo Temple-chan,風船少女テンプルちゃん,6.21,8401.0,14871,fall,1977.0,"Adventure, Comedy",Kids
2814,Dondon Dommel to Ron,どんどんドメルとロン,6.62,6130.0,13133,spring,1988.0,Comedy,Kids
2815,Geragera Boes Monogatari,げらげらブース物語,6.98,4314.0,11745,spring,1987.0,Comedy,Kids
2816,Toushou Daimos,闘将ダイモス,7.17,3428.0,7803,spring,1978.0,"Adventure, Drama, Romance, Sci-Fi",
2823,Barbapapa,バーバパパ,6.25,8235.0,10231,fall,1974.0,"Comedy, Fantasy",
2825,Arabian Nights: Sindbad no Bouken (TV),アラビアンナイト シンドバットの冒険,7.21,3209.0,7230,fall,1975.0,"Adventure, Fantasy, Romance",
2826,Oz no Mahoutsukai (TV),オズの魔法使い,6.71,5647.0,10095,fall,1986.0,"Adventure, Fantasy",Kids
2827,Calimero,カリメロ,6.24,8261.0,9159,fall,1974.0,Comedy,
2828,Ie Naki Ko,家なき子,7.86,864.0,5323,fall,1977.0,"Adventure, Drama",Kids
2835,Patalliro!,パタリロ！,7.26,2956.0,6769,spring,1982.0,"Adventure, Boys Love, Comedy",Shoujo
2836,Chiisana Viking Vickie,小さなバイキングビッケ,6.67,5872.0,9367,spring,1974.0,"Adventure, Comedy",Kids
2882,Anime Oyako Gekijou,アニメ 親子劇場,6.15,8698.0,10436,fall,1981.0,"Adventure, Fantasy, Sci-Fi",Kids
2892,Hakushon Daimaou,ハクション大魔王,6.01,9489.0,10680,fall,1969.0,"Comedy, Fantasy",
2903,Sakigake!! Otokojuku,魁!!男塾,7.41,2236.0,5560,winter,1988.0,"Action, Comedy",Shounen
2912,Ohayou! Spank,おはよう！スパンク,6.68,5818.0,9891,spring,1981.0,"Comedy, Slice of Life",
2921,Ashita no Joe 2,あしたのジョー２,8.72,52.0,3065,fall,1980.0,"Drama, Sports",Shounen
2933,Mirai Keisatsu Urashiman,未来警察ウラシマン,6.82,5033.0,10026,winter,1983.0,"Action, Comedy, Sci-Fi",
2987,Ginga Hyouryuu Vifam,銀河漂流バイファム,7.17,3395.0,8535,fall,1983.0,"Action, Adventure, Sci-Fi",
3008,Time Bokan Series: Yatterman,タイムボカンシリーズ ヤッターマン,6.68,5819.0,8226,winter,1977.0,"Action, Adventure, Comedy",
3009,Tiger Mask,タイガーマスク,7.28,2798.0,6219,fall,1969.0,"Drama, Sports",Shounen
3020,Gu-Gu Ganmo,Gu-Guガンモ,6.14,8782.0,12178,spring,1984.0,"Comedy, Slice of Life",Shounen
3021,Yume Senshi Wingman,夢戦士ウイングマン,6.61,6201.0,9673,winter,1984.0,"Action, Comedy, Romance",Shounen
3022,Haai Step Jun,はーいステップジュン,6.33,7743.0,11768,spring,1985.0,"Action, Romance, Sci-Fi",
3023,Esper Mami,エスパー魔美,6.45,7076.0,10475,spring,1987.0,"Comedy, Supernatural, Ecchi",
3024,Ribbon no Kishi,リボンの騎士,6.7,5671.0,7997,spring,1967.0,"Action, Fantasy, Mystery, Romance",Shoujo
3035,Chouon Senshi Borgman,超音戦士ボーグマン,6.25,8240.0,9358,spring,1988.0,"Action, Sci-Fi",
3044,Tetsuwan Atom (1980),鉄腕アトム,7.16,3484.0,5493,fall,1980.0,"Action, Adventure, Sci-Fi",Shounen
3053,Ganbare! Kickers,がんばれ！キッカーズ,6.86,4869.0,6528,fall,1986.0,Sports,Kids
3054,La Seine no Hoshi,ラ・セーヌの星,6.55,6503.0,10180,spring,1975.0,"Action, Adventure, Drama",
3059,Ninja Senshi Tobikage,忍者戦士飛影,6.94,4471.0,8359,fall,1985.0,"Action, Adventure, Sci-Fi",
3075,Tondera House no Daibouken,トンデラハウスの大冒険,6.22,8373.0,12027,spring,1982.0,"Adventure, Sci-Fi",
3079,Aoki Ryuusei SPT Layzner,蒼き流星SPTレイズナー,6.89,4718.0,7381,fall,1985.0,Sci-Fi,
3081,Attacker You!,アタッカーＹＯＵ！,6.63,6044.0,7148,spring,1984.0,"Romance, Sports",Shoujo
3125,Tokimeki Tonight,ときめきトゥナイト,7.14,3576.0,6424,fall,1982.0,"Comedy, Fantasy, Romance",Shoujo
3129,Kaibutsu-kun,怪物くん,6.56,6475.0,11649,spring,1968.0,"Comedy, Horror",
3130,Kaibutsu-kun (1980),怪物くん (1980),6.58,6326.0,11529,fall,1980.0,"Comedy, Horror",Kids
3131,Ashita Tenki ni Naare,あした天気になあれ,6.11,8929.0,12919,fall,1984.0,Sports,Shounen
3136,Ochamegami Monogatari: Korokoro Pollon,おちゃめ神物語コロコロポロン,6.96,4405.0,9390,spring,1982.0,Comedy,
3137,Tsurikichi Sanpei,釣りキチ三平,7.07,3922.0,8116,spring,1980.0,"Adventure, Sports",Shounen
3159,The Kabocha Wine,Ｔｈｅかぼちゃワイン,6.69,5738.0,9239,summer,1982.0,"Comedy, Romance",Shounen
3162,Makiba no Shoujo Katri,牧場の少女カトリ,6.94,4480.0,8885,winter,1984.0,"Adventure, Drama, Slice of Life",
3180,Manga Aesop Monogatari (TV),まんがイソップ物語,6.0,9533.0,15709,fall,1983.0,"Comedy, Fantasy",Kids
3196,Wakakusa no Charlotte,若草のシャルロット,6.69,5746.0,9724,fall,1977.0,"Drama, Slice of Life",
3201,Pure-tou no Nakama-tachi,セレンディピティ物語 ピュア島の仲間たち,6.3,7961.0,12733,summer,1983.0,Fantasy,Kids
3205,Cream Lemon: Lemon Angel,くりぃむレモン レモンエンジェル,5.27,12252.0,8746,fall,1987.0,Ecchi,
3213,Ganbare Genki,がんばれ元気,7.29,2764.0,9879,summer,1980.0,"Comedy, Sports",Shounen
3259,Lemon Angel (1988),レモンエンジェル,5.71,10823.0,10866,winter,1988.0,Ecchi,
3264,Lemon Angel (1988/II),レモンエンジェル,5.66,11060.0,11431,summer,1988.0,Ecchi,
3272,Kinnikuman,キン肉マン,7.22,3121.0,5742,spring,1983.0,"Comedy, Sports",Shounen
3285,Himitsu no Akko-chan,ひみつのアッコちゃん,6.41,7366.0,9432,winter,1969.0,"Comedy, Fantasy",Shoujo
3294,Gasshin Sentai Mechander Robo,合身戦隊メカンダーロボ,5.74,10725.0,12483,spring,1977.0,"Mystery, Sci-Fi",
3305,Muteki Koujin Daitarn 3,無敵鋼人ダイターン３,7.06,3944.0,9136,summer,1978.0,Sci-Fi,
3317,Uchuusen Sagittarius,宇宙船サジタリウス,6.8,5137.0,11441,winter,1986.0,"Adventure, Sci-Fi",
3327,Giant Gorg,巨神ゴーグ〈ジャイアントゴーグ〉,7.14,3559.0,7573,spring,1984.0,"Action, Adventure, Sci-Fi",
3332,Stop!! Hibari-kun!,ストップ！！ひばりくん！,7.01,4206.0,6133,spring,1983.0,Comedy,Shounen
3335,Haikara-san ga Tooru,はいからさんが通る,7.1,3775.0,7375,summer,1978.0,"Drama, Romance",Shoujo
3356,Mahoutsukai Sally,魔法使いサリー,6.5,6788.0,8574,winter,1967.0,Fantasy,Shoujo
3361,UFO Senshi Dai Apolon,ＵＦＯ戦士ダイアポロン,5.89,10040.0,12200,spring,1976.0,"Action, Sci-Fi",
3388,Majokko Megu-chan,魔女っ子メグちゃん,6.68,5809.0,9312,spring,1974.0,,
3391,Maicching Machiko-sensei,まいっちんぐマチコ先生,6.23,8336.0,9140,fall,1981.0,"Comedy, Ecchi",
3399,Rokushin Gattai GodMars,六神合体ゴッドマーズ,6.37,7540.0,9983,fall,1981.0,"Action, Sci-Fi",
3433,Go-Q-Choji Ikkiman,剛Q超児イッキマン,6.38,7495.0,12566,spring,1986.0,"Sci-Fi, Sports",
3434,Hey! Bumboo,へーい！ブンブー,6.01,9491.0,11808,spring,1985.0,Adventure,Kids
3435,Joou Heika no Petite Angie,女王陛下のプティアンジェ,6.42,7283.0,11835,winter,1978.0,Mystery,
3436,Meme Iroiro Yume no Tabi,ミームいろいろ夢の旅,6.68,5778.0,12928,spring,1983.0,"Adventure, Sci-Fi",Kids
3437,Mister Ajikko,ミスター味っ子,7.08,3859.0,8380,fall,1987.0,"Comedy, Gourmet",Shounen
3444,The☆Ultraman,ザ☆ウルトラマン,6.4,7405.0,9433,spring,1979.0,"Action, Sci-Fi",
3460,Bosco Adventure,ボスコアドベンチャー,7.01,4192.0,10949,fall,1986.0,"Adventure, Fantasy",Kids
3579,Getter Robo,ゲッターロボ,6.7,5696.0,6888,spring,1974.0,"Action, Sci-Fi",Shounen
3609,Kikou Kantai Dairugger XV,機甲艦隊ダイラガーXV,6.38,7505.0,10111,spring,1982.0,"Action, Adventure, Sci-Fi",
3619,Nanako SOS,ななこSOS,6.26,8189.0,10367,spring,1983.0,"Comedy, Romance",
3630,Miracle Shoujo Limit-chan,ミラクル少女リミットちゃん,5.76,10652.0,13630,fall,1973.0,"Comedy, Sci-Fi",
3660,Mahou no Idol Pastel Yumi,魔法のアイドル パステルユーミ,6.44,7171.0,9434,spring,1986.0,"Comedy, Fantasy",
3670,Kikou Souseiki Mospeada,機甲創世記モスピーダ,7.03,4075.0,6504,fall,1983.0,Action,
3676,Machine Robo: Cronos no Dai Gyakushuu,マシンロボ クロノスの大逆襲,6.26,8186.0,10662,summer,1986.0,"Action, Sci-Fi",
3683,Kabatotto,カバトット,5.86,10159.0,14246,winter,1971.0,Comedy,
3723,Koala Boy Kokki,コアラボーイコッキィ,6.24,8271.0,13696,spring,1984.0,Comedy,Kids
3754,Tongari Boushi no Memole,とんがり帽子のメモル,6.97,4359.0,9652,spring,1984.0,Fantasy,
3761,Wanwan Sanjuushi,ワンワン三銃士,6.77,5329.0,9506,fall,1981.0,Adventure,
3800,Arrow Emblem Grand Prix no Taka,アローエンブレム　グランプリの鷹,6.43,7228.0,10648,fall,1977.0,Drama,
3806,Sasuga no Sarutobi,さすがの猿飛,6.43,7209.0,11235,fall,1982.0,"Adventure, Comedy, Romance, Sports",
3807,Honoo no Alpenrose: Judy & Randy,炎のアルペンローゼ・ジュディ＆ランディ,6.75,5408.0,9235,spring,1985.0,"Drama, Romance",Shoujo
3808,Futari Daka,ふたり鷹,5.88,10080.0,12456,fall,1984.0,,Shounen
3810,Mori no Youki na Kobito-tachi: Belfy to Lillibit,森の陽気な小人たち ベルフィーとリビット,6.3,7950.0,11888,winter,1980.0,"Adventure, Comedy, Fantasy",
3811,Hoshi no Oujisama Petit Prince,星の王子さま　プチ・プランス,6.71,5623.0,10677,summer,1978.0,Adventure,
3812,Yume no Hoshi no Button Nose,夢の星のボタンノーズ,6.29,7986.0,12976,fall,1985.0,Adventure,Kids
